식품코드,식품대분류,식품상세분류,1회제공량(g),에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍),레티놀(㎍),베타카로틴(㎍),비타민 D3(㎍),토코페롤(㎎),토코트리에놀(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),비타민 C(㎎),총 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),콜레스테롤(㎎),총 포화 지방산(g),부티르산(4:0)(g),카프로산(6:0)(g),카프릴산(8:0)(g),카프르산(10:0)(g),라우르산(12:0)(g),미리스트산(14:0)(g),팔미트산(16:0)(g),스테아르산(18:0)(g),아라키드산(20:0)(g),미리스톨레산(14:1)(g),팔미톨레산(16:1)(g),올레산(18:1(n-9))(g),박센산(18:1(n-7))(g),가돌레산(20:1)(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),감마 리놀렌산(18:3(n-6))(g),에이코사디에노산(20:2(n-6))(g),에이코사트리에노산(20:3(n-6))(g),아라키돈산(20:4(n-6))(g),에이코사펜타에노산(20:5(n-3))(g),도코사펜타에노산(22:5(n-3))(g),도코사헥사에노산(22:6(n-3))(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 리놀레산 (18:2t)(g),트랜스 리놀레산(18:3t)(g),회분(g),성분표출처,발행기관
D000330,전.적 및 부침류,적류,80.0,120.1,51.0,17.922,2.512,6.451,0.85,0.309,0.137,0.085,0.0,0.318,0.444,97.429,-,233.31,146.185,182.197,396.676,5.22,1.04,0.15,71.99,4.066,51.758,-,1.28,0.0,0.0,0.141,0.308,9.69,0.0,10.258,-,587.42,1345.47,1132.82,476.74,622.2,852.48,731.7,308.23,1567.46,573.21,129.06,1071.8,1716.43,2726.06,133.05,762.46,901.79,100.344,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.4,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.015,0.0,0.0,0.0,2.115,식약처('14) 명절,식품의약품안전처
D000331,전.적 및 부침류,적류,80.0,101.709,55.142,17.375,1.977,3.603,0.916,0.016,0.0,0.268,0.0,0.632,0.905,16.09,-,48.56,238.901,233.848,477.106,1.34,0.29,0.04,52.81,8.632,0.0,-,2.24,0.0,0.082,0.052,1.239,4.39,0.0,0.0,-,691.01,1246.03,1209.05,413.96,596.36,696.55,613.92,323.15,1183.09,437.63,113.14,831.74,1606.69,2408.64,100.43,603.6,686.05,234.248,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.001,0.0,0.0,0.0,1.903,식약처('14) 명절,식품의약품안전처
D000332,전.적 및 부침류,적류,100.0,89.153,74.184,23.592,0.66,0.0,0.283,0.0,0.0,0.283,0.0,0.0,0.514,177.76,-,30.52,239.412,232.024,323.528,0.58,0.01,0.09,22.67,3.011,12.35,-,0.24,0.0,0.01,0.026,0.334,14.92,0.0,0.0,-,820.61,1429.63,1546.83,541.33,750.47,898.46,808.0,395.34,1342.25,612.04,166.19,1089.95,1758.32,2770.16,205.09,697.21,820.75,96.773,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.001,0.0,0.0,0.0,1.564,식약처('14) 명절,식품의약품안전처
D000333,전.적 및 부침류,적류,80.0,156.665,44.161,17.782,4.804,10.576,3.338,0.434,0.58,0.436,0.0,1.888,1.478,49.754,-,66.84,276.259,162.679,719.722,2.62,0.13,0.45,81.4,24.79,163.024,-,1.22,0.0,0.0,0.168,3.329,39.6,0.0,0.0,-,657.67,1098.16,1373.58,328.27,636.69,819.58,740.08,328.11,1451.53,540.1,190.07,821.26,1717.49,2230.6,32.49,662.21,874.15,60.715,0.832,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.2,0.0,0.0,0.2,0.4,0.1,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.043,0.0,0.0,0.0,2.677,식약처('14) 명절,식품의약품안전처
D000334,전.적 및 부침류,어패류전,150.0,230.282,102.644,25.76,11.065,6.915,0.305,0.0,0.0,0.305,0.0,0.0,1.364,346.849,-,45.54,371.103,340.265,819.365,1.27,0.01,0.11,116.13,52.621,0.0,-,2.29,0.02,0.158,0.202,0.307,27.91,0.0,0.0,-,892.68,1630.32,1735.89,606.37,841.96,922.69,986.03,438.35,1443.64,670.41,211.12,1256.37,2072.59,3325.91,542.7,843.58,1018.61,176.272,2.244,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.5,0.0,0.0,0.6,2.2,0.4,0.4,3.2,0.4,0.1,0.0,0.0,0.0,0.6,0.2,0.6,0.055,0.0,0.0,0.0,3.616,식약처('14) 명절,식품의약품안전처
D000336,전.적 및 부침류,채소류전,150.0,274.689,101.084,12.91,17.223,17.01,2.17,0.0,0.187,0.597,0.0,1.386,7.474,66.181,-,31.1,166.471,311.135,362.205,1.27,0.22,0.37,0.0,13.621,673.444,-,5.93,0.24,0.202,0.191,1.244,0.0,0.0,9.876,-,476.88,947.01,818.61,217.35,561.69,507.1,553.16,335.92,690.2,347.97,155.41,614.93,1188.94,2219.4,517.43,612.96,636.95,78.812,3.518,0.0,0.0,0.0,0.0,0.0,0.1,2.4,1.0,0.1,0.0,0.1,4.5,0.3,0.1,6.5,0.7,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.093,0.0,0.1,0.0,1.772,식약처('13) 제2권,식품의약품안전처
D000337,전.적 및 부침류,어패류전,100.0,195.0,62.9,10.6,10.5,14.5,1.3,0.2,0.3,0.3,0.0,0.6,2.4,36.24,-,32.61,160.08,194.56,325.7,8.35,1.74,0.5,0.06,33.96,110.4,-,2.99,0.11,0.07,0.3,0.51,37.19,8.6,17.67,-,390.65,703.61,649.08,230.49,440.73,413.02,482.96,207.78,727.5,299.63,115.82,500.37,920.45,1732.08,474.0,554.32,516.33,96.88,2.1,0.0,0.0,0.0,0.0,0.0,0.1,1.6,0.5,0.0,0.0,0.1,2.7,0.2,0.0,4.2,0.4,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.1,0.0,0.0,0.0,1.5,식약처('17) 제5권,식품의약품안전처
D000339,전.적 및 부침류,채소류전,150.0,361.099,89.717,17.736,25.776,14.543,1.061,0.0,0.0,0.209,0.0,0.852,4.599,110.189,-,41.75,233.986,321.514,480.149,1.86,0.24,0.58,0.0,17.321,1175.748,-,6.14,0.45,0.254,0.286,1.047,0.0,0.0,0.0,-,704.32,1393.1,1201.0,355.05,806.81,737.08,824.1,479.0,1033.99,527.55,225.87,908.07,1676.25,2947.02,734.0,805.14,939.69,131.796,5.427,0.0,0.0,0.0,0.0,0.0,0.1,3.7,1.5,0.1,0.0,0.2,6.9,0.4,0.1,8.9,1.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.145,0.0,0.1,0.0,2.229,식약처('13) 제2권/명절,식품의약품안전처
D000340,전.적 및 부침류,부침류,100.0,207.942,59.543,7.945,10.27,20.934,0.101,0.0,0.0,0.072,0.0,0.029,4.624,21.133,-,35.86,126.174,265.316,232.047,0.84,0.22,0.3,0.0,0.0,100.012,-,3.8,0.08,0.142,0.132,0.939,0.0,0.0,1.695,-,317.37,618.43,577.51,100.68,452.73,292.36,391.85,236.34,511.69,207.9,49.47,395.27,939.67,1585.71,333.0,400.58,426.19,12.484,2.259,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.0,0.0,0.1,2.8,0.3,0.1,4.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,1.309,식약처('13) 제2권/명절,식품의약품안전처
D000342,전.적 및 부침류,육류전,150.0,309.2,95.281,19.618,20.001,12.681,0.979,0.0,0.0,0.283,0.0,0.695,3.645,98.398,-,41.2,246.297,344.291,553.087,1.95,0.24,0.54,0.0,9.728,531.354,-,4.58,0.44,0.32,0.264,1.223,0.0,0.0,0.0,-,867.88,572.24,797.47,1528.27,1353.47,905.87,827.38,3386.32,0.0,992.97,1207.04,0.1,1013.91,1876.8,222.64,376.77,900.39,103.265,4.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.2,1.3,0.1,0.0,0.2,5.7,0.1,0.0,0.0,0.4,6.2,0.0,0.1,0.6,0.0,0.117,0.0,0.0,0.0,2.419,식약처('13) 제2권/명절,식품의약품안전처
D000343,전.적 및 부침류,어패류전,150.0,268.045,99.201,22.636,15.04,10.536,0.218,0.008,0.0,0.161,0.0,0.049,3.417,48.398,-,31.83,420.79,260.926,702.157,1.07,0.21,0.13,0.0,38.567,0.0,-,6.31,0.23,0.029,0.235,0.298,0.0,0.0,0.0,-,937.12,1828.39,1783.34,671.27,957.86,1011.77,1082.54,462.82,1375.84,755.06,306.6,1205.13,2141.87,3513.86,931.25,835.93,1160.05,178.76,3.165,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.8,0.0,0.0,0.1,4.2,0.3,0.1,6.2,0.6,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.089,0.0,0.1,0.0,2.588,식약처('13) 제2권/명절,식품의약품안전처
D000345,전.적 및 부침류,채소류전,150.0,254.643,103.832,20.458,15.868,7.499,0.025,0.0,0.0,0.025,0.0,0.0,4.182,253.752,-,100.43,302.832,244.286,317.153,1.95,0.36,1.48,22.4,0.0,5.533,-,10.21,0.0,0.0,0.08,0.424,46.16,0.0,0.0,-,783.17,1425.68,1142.9,208.12,957.06,740.06,805.92,459.52,1144.03,710.86,333.03,762.46,2103.97,3502.0,81.63,881.75,985.99,3.279,2.006,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,2.6,0.2,0.7,6.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0,0.0,2.343,식약처('14) 명절,식품의약품안전처
D000346,전.적 및 부침류,채소류전,150.0,226.413,101.735,5.239,7.617,34.227,1.74,0.0,0.0,0.008,0.0,1.732,3.748,32.537,-,19.09,69.25,198.682,248.704,0.33,0.03,0.53,9.4,3.002,182.041,-,4.14,0.44,0.0,0.189,0.322,26.72,0.0,0.0,-,165.59,328.91,162.04,68.55,260.44,159.12,217.37,85.95,199.66,122.23,95.32,150.49,253.1,1748.69,42.22,521.84,238.73,11.885,1.226,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,0.0,0.0,0.0,1.7,0.1,0.6,3.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,1.183,식약처('14) 명절,식품의약품안전처
D000347,전.적 및 부침류,채소류전,150.0,240.746,99.3,5.166,8.669,35.515,5.02,0.0,0.36,0.278,0.0,4.381,4.511,48.031,-,21.99,78.188,181.783,326.826,0.45,0.03,0.29,9.69,0.0,57.106,-,2.14,0.18,0.135,0.117,0.662,31.97,0.0,0.0,-,133.01,294.6,151.27,55.67,230.48,141.01,185.74,78.65,181.1,106.77,78.56,148.04,199.63,1729.46,45.19,487.36,214.13,7.235,1.374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,1.9,0.1,0.4,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,1.35,식약처('14) 명절,식품의약품안전처
D000348,전.적 및 부침류,채소류전,150.0,240.687,106.658,10.524,14.868,16.194,2.739,0.0,0.504,0.012,0.0,2.183,5.401,41.912,-,27.56,204.075,384.44,313.757,1.56,0.14,0.31,19.53,13.149,12.597,-,6.35,0.1,0.35,0.26,1.847,29.29,0.0,0.0,-,402.08,863.68,615.26,152.85,445.37,431.61,554.43,202.29,549.4,290.15,110.7,563.34,956.25,1834.61,120.95,447.23,518.57,100.1,2.293,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.0,0.0,0.1,2.8,0.2,0.3,3.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,1.756,식약처('14) 명절,식품의약품안전처
D000350,전.적 및 부침류,채소류전,100.0,194.0,62.2,5.4,9.5,21.6,2.4,0.6,0.4,0.4,0.0,0.9,3.1,28.29,-,15.94,86.92,179.17,321.52,0.66,0.08,0.25,0.01,12.55,359.23,-,4.12,0.18,0.08,0.23,0.2,27.76,0.23,3.85,-,199.86,379.73,244.91,101.71,256.36,183.73,256.46,104.36,261.18,144.49,84.47,210.21,402.85,1321.84,192.18,328.07,277.97,43.15,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,2.8,0.2,0.0,5.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,1.3,식약처('17) 제5권,식품의약품안전처
D000351,전.적 및 부침류,채소류전,150.0,292.799,92.883,6.834,14.026,34.807,0.787,0.0,0.018,0.161,0.0,0.608,6.189,46.971,-,19.49,101.903,189.674,345.962,0.43,0.06,0.46,0.0,5.256,578.42,-,6.28,0.26,0.176,0.36,0.692,0.0,0.0,0.945,-,240.04,140.09,242.0,470.74,269.65,562.2,222.24,1862.73,0.0,366.7,286.7,0.1,277.03,450.99,118.64,103.54,326.11,46.141,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.0,0.0,0.0,3.2,0.1,0.0,0.0,0.3,6.0,0.0,0.0,0.7,0.0,0.068,0.0,0.0,0.0,1.45,식약처('13) 제2권/명절,식품의약품안전처
D000353,전.적 및 부침류,육류전,100.0,244.0,58.0,11.3,17.1,11.3,1.0,0.4,0.0,0.2,0.0,0.4,1.6,33.46,-,15.93,188.07,177.64,715.66,1.05,0.04,0.08,22.54,23.86,48.04,-,2.85,0.06,0.19,0.12,0.74,22.8,0.12,5.46,-,481.45,929.27,886.55,276.2,480.9,504.2,564.1,328.52,711.76,361.9,163.84,685.2,1095.34,2027.58,72.4,534.27,548.52,72.11,4.4,0.0,0.0,0.0,0.0,0.0,0.1,2.9,1.3,0.0,0.0,0.3,5.4,0.3,0.2,3.5,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.3,식약처('15) 제3권,식품의약품안전처
D000354,전.적 및 부침류,채소류전,100.0,129.0,77.0,3.9,8.1,10.1,3.6,0.5,1.3,1.5,0.0,0.4,1.3,28.14,-,17.77,75.85,194.17,174.33,0.46,0.06,0.12,0.01,18.02,191.36,-,3.37,0.07,0.06,0.14,0.17,28.2,0.18,1.7,-,165.26,295.01,220.33,77.26,193.87,148.28,209.61,82.4,205.08,118.58,60.29,176.22,397.77,712.23,135.46,176.01,229.64,52.48,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.0,0.0,0.0,2.3,0.1,0.0,3.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,식약처('17) 제5권,식품의약품안전처
D000355,전.적 및 부침류,채소류전,150.0,208.104,112.847,6.478,13.09,16.096,2.847,0.013,1.076,1.018,0.0,0.741,6.874,47.993,-,28.94,125.237,307.848,276.953,0.64,0.05,0.29,20.25,0.0,134.599,-,3.47,0.0,0.09,0.111,0.367,33.32,0.0,0.0,-,264.54,476.64,374.85,127.14,301.67,250.63,332.24,139.64,304.83,205.46,142.3,298.99,620.8,1133.95,29.38,305.57,386.96,92.525,2.336,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.6,0.0,0.0,0.1,3.1,0.2,0.6,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,1.489,식약처('14) 명절,식품의약품안전처
D000356,전.적 및 부침류,적류,150.0,272.647,97.384,13.582,14.77,21.347,1.209,0.048,0.023,0.167,0.0,0.971,8.577,210.624,-,20.74,206.183,202.259,797.031,1.09,0.09,0.2,0.0,26.345,129.982,-,4.56,0.11,0.096,0.158,0.354,0.0,0.0,6.596,-,552.67,1095.64,1014.33,319.9,606.05,616.58,668.6,317.81,807.21,374.99,180.24,768.02,1327.91,2392.98,743.35,568.52,760.99,123.25,3.825,0.0,0.0,0.0,0.0,0.0,0.1,2.7,1.0,0.0,0.0,0.3,5.0,0.3,0.1,5.2,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.095,0.0,0.1,0.0,2.917,식약처('13) 제2권/명절,식품의약품안전처
D000357,조림류,어패류조림,300.0,297.98,227.7,37.1,7.1,21.5,10.5,1.9,2.7,2.6,0.0,3.3,5.4,228.75,-,81.64,445.33,837.63,1692.83,1.93,0.12,0.32,135.23,68.74,543.76,-,5.59,0.0,0.33,0.27,1.0,72.41,6.37,4.18,-,1503.77,2844.637,3179.668,917.023,1455.778,1710.323,1728.856,779.265,2562.347,1241.93,265.029,2249.506,3947.314,6363.252,2121.021,1455.748,1729.925,227.98,1.3,0.0,0.0,0.0,0.0,0.007,0.175,0.893,0.202,0.012,0.004,0.435,0.874,0.227,0.095,0.939,0.232,0.015,0.023,0.011,0.087,0.524,0.148,0.736,0.1,0.013,0.017,0.047,6.6,식약처('16) 제4권,식품의약품안전처
D000360,조림류,채소류조림,100.0,111.0,75.8,3.3,4.9,13.4,7.1,1.7,1.4,1.1,0.0,3.0,4.0,45.91,-,30.15,69.27,290.95,779.1,0.45,0.09,0.22,0.01,0.0,376.53,-,3.16,0.03,0.12,0.03,0.17,19.56,0.28,6.07,-,115.26,208.85,206.09,29.71,127.07,121.13,145.11,57.35,177.28,72.72,27.24,153.91,350.89,704.0,138.95,118.37,130.3,7.09,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.1,0.1,0.0,2.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,식약처('17) 제5권,식품의약품안전처
D000362,조림류,어패류조림,250.0,276.0,181.0,40.8,4.7,17.4,10.2,1.1,1.7,2.0,0.0,5.4,4.2,336.54,-,87.87,464.81,767.51,1391.69,1.77,0.11,0.3,0.08,217.94,467.14,-,3.67,0.59,0.32,0.3,0.98,51.86,4.7,1.05,-,1683.45,3037.85,3391.53,1096.11,1588.82,1762.47,1924.72,818.5,2631.38,1207.83,578.34,2346.93,4093.65,6653.5,2115.44,1336.56,1727.28,218.45,1.1,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.2,0.0,0.0,0.2,0.8,0.2,0.1,1.1,0.3,0.0,0.1,0.0,0.0,0.5,0.0,0.6,0.2,0.0,0.0,0.1,6.0,식약처('17) 제5권,식품의약품안전처
D000363,조림류,육류조림,50.0,63.492,34.676,8.336,1.851,3.372,1.273,0.458,0.068,0.299,0.0,0.448,0.526,8.843,-,9.49,66.034,100.659,582.987,0.81,0.05,0.06,0.0,14.061,1.444,-,0.27,0.01,0.136,0.079,0.928,0.0,0.0,0.03,-,390.96,692.48,774.26,213.09,358.94,405.42,427.08,273.24,551.49,286.41,61.0,500.51,824.92,1488.0,382.49,341.71,390.22,47.64,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,1.765,식약처('13) 제2권,식품의약품안전처
D000366,조림류,어패류조림,100.0,181.86,55.727,20.826,3.331,17.143,8.203,1.208,1.346,1.119,0.0,4.529,2.073,154.902,-,37.2,207.26,269.647,765.946,0.75,0.09,0.12,0.0,2.154,267.975,-,2.62,0.36,0.109,0.116,1.393,0.0,0.0,3.411,-,852.84,1693.24,1699.94,572.49,821.69,939.21,941.07,412.23,1355.93,592.55,177.01,1226.59,2121.92,3294.2,1102.32,746.53,952.7,99.629,0.669,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.8,0.1,0.0,1.5,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.049,0.0,0.0,0.0,2.972,식약처('13) 제2권,식품의약품안전처
D000367,조림류,육류조림,50.0,60.652,35.379,8.137,1.842,2.883,0.715,0.07,0.076,0.269,0.0,0.299,0.579,8.455,-,8.92,57.613,86.544,602.12,1.4,0.06,0.06,0.0,12.087,9.945,-,0.37,0.01,0.057,0.068,0.961,0.0,0.0,0.025,-,390.61,700.96,782.85,222.56,364.8,409.2,427.66,255.24,562.41,293.54,63.86,533.13,820.31,1562.49,432.72,374.77,391.79,41.516,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,1.76,식약처('13) 제2권,식품의약품안전처
D000370,조림류,어패류조림,300.0,384.0,220.9,41.1,18.8,12.8,4.5,0.3,0.8,1.2,0.0,2.1,6.5,337.82,-,96.43,462.52,795.38,1771.22,1.72,0.13,0.37,146.86,456.83,546.32,-,3.2,0.02,0.28,0.27,0.43,51.52,0.27,0.77,-,1514.22,2939.28,3400.89,991.08,1482.8,1800.54,1806.22,761.5,2583.1,1203.18,313.01,2345.53,4172.89,6341.68,1985.31,1477.26,1655.94,228.18,5.0,0.0,0.0,0.0,0.0,0.0,0.6,3.7,0.7,0.1,0.0,1.6,3.2,0.5,0.2,0.9,0.3,0.0,0.1,0.1,0.2,0.9,0.2,1.9,0.1,0.0,0.0,0.0,7.5,식약처('15) 제3권,식품의약품안전처
D000372,죽 및 스프류,죽류,800.0,564.83,662.791,17.898,7.095,107.346,0.171,0.0,0.0,0.171,0.0,0.0,5.451,105.131,-,0.0,191.731,346.079,1453.824,0.0,0.0,0.0,0.0,0.0,557.404,-,0.0,0.0,0.42,0.389,1.618,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.156,2.11,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.6,0.1,0.0,0.0,4.2,0.1,0.0,4.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.07,0.0,0.0,0.0,4.87,식약처('12) 제1권,식품의약품안전처
D000373,죽 및 스프류,죽류,800.0,515.348,686.165,13.656,15.944,79.305,3.589,3.517,0.0,0.072,0.0,0.0,9.78,401.682,-,0.0,279.052,222.393,1160.187,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.758,0.45,2.412,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.827,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.9,0.1,0.0,0.0,6.7,0.1,0.0,7.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,4.929,식약처('12) 제1권,식품의약품안전처
D000375,죽 및 스프류,죽류,700.0,455.28,589.7,16.5,5.6,84.7,0.0,0.0,0.0,0.0,0.0,0.0,3.2,115.0,-,69.66,207.04,297.15,996.8,2.95,0.47,1.18,62.43,0.0,193.52,-,4.58,0.57,0.01,0.18,0.87,88.98,0.0,0.0,-,561.431,1173.165,941.478,359.66,652.732,602.987,702.617,309.493,1354.529,521.461,211.199,1091.714,1523.619,3080.232,787.886,597.276,783.634,32.1,1.3,0.0,0.0,0.0,0.0,0.0,0.036,0.994,0.275,0.028,0.0,0.059,1.653,0.065,0.027,2.675,0.245,0.018,0.018,0.0,0.027,0.064,0.014,0.074,0.0,0.0,0.0,0.006,3.5,식약처('16) 제4권,식품의약품안전처
D000376,죽 및 스프류,죽류,800.0,578.278,660.364,18.747,7.465,109.026,0.262,0.0,0.0,0.262,0.0,0.0,2.962,54.428,-,0.0,177.845,417.187,1261.804,0.0,0.0,0.0,0.0,0.0,239.816,-,0.0,0.0,0.121,0.629,4.074,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.08,2.721,0.0,0.0,0.0,0.0,0.0,0.1,1.8,0.8,0.1,0.0,0.1,4.3,0.1,0.0,4.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.1,0.0,0.0,4.398,식약처('12) 제1권,식품의약품안전처
D000377,죽 및 스프류,죽류,800.0,552.06,664.4,20.4,7.5,100.8,9.8,0.8,3.2,1.2,0.0,4.6,8.9,190.44,-,87.83,305.38,687.37,2105.53,2.17,0.37,1.41,25.86,0.0,714.59,-,5.08,0.27,0.19,0.07,2.14,54.95,0.0,0.0,-,615.349,1249.723,807.762,278.767,845.657,625.982,739.346,396.923,1148.248,492.906,176.913,837.994,1353.396,5324.177,1059.103,1332.818,834.854,35.47,1.7,0.0,0.0,0.0,0.0,0.008,0.076,1.255,0.315,0.015,0.0,0.275,1.765,0.139,0.042,1.731,0.692,0.006,0.018,0.021,0.035,0.062,0.02,0.167,0.0,0.0,0.0,0.0,6.9,식약처('16) 제4권,식품의약품안전처
D000378,죽 및 스프류,죽류,700.0,874.482,502.739,19.179,19.629,155.275,2.362,2.113,0.0,0.249,0.0,0.0,5.43,32.846,-,88.91,272.663,306.59,878.813,2.92,0.7,4.5,0.0,0.0,0.0,-,6.08,0.65,0.276,0.031,1.289,0.0,0.0,0.0,-,528.46,1191.29,599.64,281.86,712.65,517.82,746.84,337.68,1807.09,531.17,174.97,835.17,1501.38,3384.34,755.91,710.85,892.77,0.0,1.987,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5,0.1,0.0,0.0,5.3,0.1,0.2,9.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.237,0.0,0.3,0.0,3.177,식약처('13) 제2권,식품의약품안전처
D000380,죽 및 스프류,죽류,800.0,659.599,650.408,24.194,16.062,104.566,1.36,0.037,0.247,1.076,0.0,0.0,5.355,78.453,-,55.72,250.441,569.86,1342.403,2.46,0.3,1.0,0.0,0.593,1833.102,-,5.08,0.56,0.164,0.123,9.276,0.0,0.0,0.0,-,981.3,1931.26,1733.56,571.86,1085.48,1007.86,1262.47,1060.59,1744.99,790.58,188.61,1475.96,2467.76,4345.21,1163.07,973.49,1138.9,39.963,1.813,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,3.3,0.1,0.0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.058,0.0,0.1,0.0,4.769,식약처('13) 제2권,식품의약품안전처
